carat	cut	color	clarity	price
0.95	Ideal	G	SI1	4129
0.95	Ideal	G	VVS2	5272
0.95	Ideal	H	SI1	3774
0.95	Excellent	H	SI2	3089
0.95	Excellent	J	VS2	2733
0.95	Very Good	J	SI1	2582
0.95	Very Good	I	SI2	2733
0.95	Ideal	H	SI2	3203
0.95	Very Good	G	SI1	3235
0.95	Ideal	F	I1	2662
0.95	Very Good	F	SI1	3394
0.95	Excellent	H	VS2	3762
0.95	Very Good	G	I1	2308
0.95	Excellent	I	SI1	3405
0.95	Excellent	G	VS2	4184
0.95	Excellent	I	SI1	3485
0.95	Ideal	H	SI1	3999
0.95	Good	I	SI2	2647
0.95	Ideal	F	VVS1	7945
0.95	Excellent	G	VVS2	4966
0.95	Excellent	D	SI1	3628
0.95	Good	I	SI1	2593
0.95	Ideal	E	SI2	2998
0.95	Ideal	F	VS2	5183
0.95	Good	F	SI2	2737
0.95	Ideal	D	VS1	8462
0.95	Ideal	I	SI1	2512
0.95	Ideal	J	SI2	1928
0.95	Ideal	J	SI2	1834
0.95	Excellent	E	SI2	2770
0.95	Ideal	I	SI1	2385
0.95	Ideal	F	VS1	5752
0.95	Ideal	D	VS1	7901
0.96	Ideal	H	SI1	2545
0.96	Ideal	I	SI2	4149
0.96	Excellent	H	VS2	5601
0.96	Ideal	J	VS1	4456
0.96	Very Good	D	SI3	2065
0.96	Ideal	H	SI2	3123
0.96	Ideal	I	VS2	3712
0.96	Excellent	G	SI2	3400
0.96	Ideal	F	VS2	4886
0.96	Excellent	G	SI2	3167
0.96	Ideal	F	SI2	3647
0.96	Very Good	J	SI2	1780
0.96	Ideal	H	SI1	2539
0.96	Very Good	D	VS2	3614
0.96	Good	F	SI3	1683
0.96	Ideal	E	SI2	3564
0.96	Very Good	E	SI1	4160
0.96	Ideal	E	SI2	4094
0.96	Ideal	H	SI1	6978
0.96	Excellent	H	SI1	3436
0.96	Excellent	G	VS2	4003
0.96	Excellent	H	VS2	3802
0.96	Excellent	H	VS2	3858
0.96	Very Good	H	SI2	2988
0.96	Ideal	D	SI1	5070
0.96	Very Good	J	SI1	2782
0.96	Good	D	SI2	3385
0.96	Ideal	G	SI2	2994
0.96	Very Good	G	SI2	3368
0.96	Ideal	F	SI1	4758
0.96	Ideal	G	SI1	4387
0.96	Ideal	E	SI1	4076
0.96	Very Good	H	VS2	4255
0.96	Ideal	G	SI1	4387
0.96	Ideal	F	SI1	4825
0.96	Excellent	F	SI1	4595
0.96	Ideal	E	SI1	4967
0.96	Ideal	D	SI2	4705
0.96	Excellent	H	SI1	3912
0.96	Ideal	F	VS2	5588
0.96	Ideal	H	SI2	3534
0.96	Ideal	G	SI1	4226
0.96	Ideal	E	SI1	4543
0.96	Ideal	G	SI1	4012
0.96	Very Good	F	SI2	3425
0.96	Excellent	I	SI1	2948
0.96	Excellent	J	SI1	2729
0.96	Excellent	J	SI1	2810
0.96	Excellent	H	SI2	3111
0.96	Very Good	I	VS2	3279
0.96	Very Good	I	VS2	3089
0.96	Excellent	G	SI2	2265
0.96	Excellent	I	SI2	2819
0.96	Ideal	I	VS2	3548
0.96	Good	E	I1	1497
0.96	Good	F	SI1	3089
0.96	Very Good	L	I1	871
0.96	Good	H	I1	1310
0.96	Very Good	H	SI3	1539
0.96	Good	H	I1	1185
0.96	Good	H	I1	1185
0.96	Good	F	I1	1450
0.96	Good	F	SI2	2091
0.96	Good	G	VS2	3903
0.96	Very Good	G	VS2	4415
0.96	Good	G	VS2	3903
0.96	Ideal	G	VS2	4415
0.96	Good	D	VS2	4642
0.96	Good	F	VS2	4239
0.96	Good	G	VS1	4358
0.96	Very Good	E	SI2	3729
0.96	Very Good	F	SI1	3607
0.96	Very Good	F	SI2	3069
0.96	Ideal	G	I1	2068
0.96	Excellent	I	SI2	3105
0.96	Good	I	VS2	2604
0.96	Excellent	F	SI2	3024
0.96	Excellent	J	VS2	3078
0.96	Excellent	J	VS2	3186
0.96	Very Good	E	SI2	3984
0.96	Ideal	F	SI1	4448
0.96	Good	K	VS1	2189
0.96	Good	H	VS2	2482
0.96	Ideal	H	VS2	4175
0.96	Very Good	G	SI2	2441
0.96	Excellent	I	SI1	3175
0.96	Excellent	I	SI2	2893
0.96	Good	H	SI2	2589
0.96	Good	G	SI2	2685
0.96	Excellent	F	SI1	3548
0.96	Very Good	H	VS2	2820
0.96	Very Good	F	SI1	3267
0.96	Good	D	SI1	3666
0.96	Good	H	SI1	3602
0.96	Excellent	J	SI3	1722
0.96	Excellent	G	SI2	2766
0.96	Excellent	D	SI3	2387
0.96	Very Good	G	I1	1568
0.96	Ideal	F	VS1	6076
0.96	Ideal	F	VS1	5677
0.96	Very Good	G	I1	1503
0.96	Excellent	J	SI3	1638
0.97	Ideal	G	VS2	5986
0.97	Ideal	H	SI1	5115
0.97	Very Good	F	SI3	1974
0.97	Ideal	F	SI1	4619
0.97	Ideal	H	VS2	4218
0.97	Ideal	H	SI2	3285
0.97	Excellent	D	SI2	3955
0.97	Very Good	F	SI1	3986
0.97	Excellent	I	VS2	3217
0.97	Excellent	F	SI1	4737
0.97	Excellent	L	SI2	1852
0.97	Very Good	J	SI1	2514
0.97	Ideal	H	VS2	4176
0.97	Good	E	SI2	2436
0.97	Good	E	SI2	3306
0.97	Excellent	G	SI2	3388
0.97	Excellent	I	VS2	3549
0.97	Very Good	E	SI2	3456
0.97	Excellent	D	VS2	5521
0.97	Ideal	F	IF	10164
0.97	Excellent	F	SI1	4197
0.97	Ideal	H	SI2	3571
0.97	Ideal	E	SI2	4379
0.97	Ideal	E	SI1	4835
0.97	Ideal	G	SI2	3833
0.97	Ideal	E	SI1	4896
0.97	Ideal	G	SI1	4216
0.97	Ideal	H	SI2	3525
0.97	Ideal	I	VS1	3917
0.97	Ideal	F	SI2	4051
0.97	Ideal	F	SI1	4643
0.97	Very Good	K	SI2	1418
0.97	Very Good	H	SI1	3370
0.97	Very Good	I	SI1	3071
0.97	Excellent	J	VS1	4434
0.97	Ideal	H	SI2	3457
0.97	Very Good	D	SI3	2040
0.97	Very Good	D	SI3	2267
0.97	Ideal	I	SI1	3192
0.97	Very Good	D	SI1	5292
0.97	Good	H	SI3	1805
0.97	Excellent	H	SI2	3476
0.97	Excellent	H	SI1	3921
0.97	Excellent	G	SI1	4353
0.97	Excellent	J	SI1	2822
0.97	Excellent	I	VS1	4049
0.97	Excellent	G	SI1	4245
0.97	Excellent	G	SI2	3369
0.97	Ideal	D	SI1	4640
0.97	Excellent	F	VVS2	6598
0.97	Excellent	F	SI2	4028
0.97	Good	H	VS1	4824
0.97	Very Good	H	SI1	3965
0.97	Ideal	I	VS2	3950
0.97	Ideal	I	VS2	3729
0.97	Excellent	E	SI2	3916
0.97	Very Good	F	SI2	2524
0.97	Good	L	VS1	1305
0.97	Excellent	I	SI1	2693
0.97	Excellent	H	I1	1506
0.97	Ideal	G	VS1	5954
0.97	Ideal	G	SI2	3705
0.97	Ideal	F	VS2	5922
0.97	Very Good	G	SI2	2881
0.97	Ideal	G	VS1	5666
0.97	Ideal	G	SI2	3520
0.97	Excellent	H	I1	1440
0.97	Ideal	F	VS2	5506
0.97	Ideal	F	VS2	5506
0.98	Excellent	G	I1	2977
0.98	Ideal	F	SI2	4347
0.98	Ideal	G	VVS1	7221
0.98	Very Good	F	I1	2523
0.98	Ideal	F	SI1	4691
0.98	Ideal	G	SI1	4151
0.98	Ideal	F	SI1	4691
0.98	Ideal	G	SI2	3776
0.98	Good	F	SI2	2190
0.98	Good	M	SI3	925
0.98	Excellent	F	IF	7895
0.98	Good	G	I1	1228
0.98	Ideal	H	SI2	3994
0.98	Excellent	H	SI1	3961
0.98	Excellent	G	SI1	4287
0.98	Excellent	H	SI2	2714
0.98	Good	H	SI1	2602
0.98	Ideal	I	SI2	2392
0.98	Ideal	I	SI2	2272
0.99	Very Good	H	SI2	2505
0.99	Excellent	H	SI1	4150
0.99	Very Good	E	VS1	6471
0.99	Excellent	D	SI1	5955
0.99	Excellent	E	SI2	3972
0.99	Ideal	D	SI2	4623
0.99	Ideal	E	SI2	4414
0.99	Ideal	F	SI2	4135
0.99	Excellent	G	SI2	3814
0.99	Good	K	SI2	1594
0.99	Ideal	E	SI2	4391
0.99	Excellent	E	SI2	2840
0.99	Good	I	SI2	2273
0.99	Ideal	G	I1	3007
0.99	Good	D	SI2	3702
0.99	Excellent	H	VS2	3903
0.99	Good	M	VS2	1790
0.99	Excellent	H	SI1	4167
0.99	Very Good	H	SI1	3989
0.99	Good	L	VS1	2144
0.99	Excellent	G	SI2	3007
0.99	Very Good	H	VS1	4945
0.99	Excellent	H	SI2	3810
0.99	Very Good	I	SI1	2631
0.99	Excellent	I	SI1	2763
1.00	Excellent	I	SI1	2513
1.00	Ideal	J	VVS2	4557
1.00	Excellent	H	VS2	3333
1.00	Excellent	G	SI2	3564
1.00	Ideal	F	SI2	6143
1.00	Ideal	G	SI2	5947
1.00	Ideal	F	SI1	7194
1.00	Ideal	F	SI1	7194
1.00	Excellent	E	SI1	7526
1.00	Very Good	G	VS1	4202
1.00	Excellent	F	VS2	8522
1.00	Ideal	G	SI1	4484
1.00	Ideal	J	VVS2	4557
1.00	Ideal	G	SI1	4699
1.00	Excellent	G	VS2	3856
1.00	Excellent	E	SI2	2599
1.00	Very Good	E	SI2	2995
1.00	Excellent	F	I1	1855
1.00	Very Good	I	I1	1636
1.00	Very Good	D	VS2	4523
1.00	Very Good	G	SI2	2749
1.00	Very Good	G	SI2	2749
1.00	Very Good	G	VS2	4012
1.00	Good	E	SI2	3207
1.00	Very Good	D	SI2	3093
1.00	Good	F	SI2	3093
1.00	Excellent	J	VS1	2530
1.00	Very Good	I	VS2	2863
1.00	Ideal	H	SI1	2978
1.00	Very Good	I	SI1	2760
1.00	Very Good	J	SI2	2267
1.00	Very Good	F	SI3	2299
1.00	Very Good	I	SI2	2415
1.00	Excellent	J	SI1	2415
1.00	Good	J	VS2	2530
1.00	Excellent	D	SI1	4151
1.00	Very Good	I	SI1	2760
1.00	Very Good	G	SI2	2627
1.00	Very Good	G	SI2	2919
1.00	Excellent	D	SI1	4317
1.00	Very Good	D	SI1	4317
1.00	Excellent	D	SI1	8079
1.00	Very Good	E	SI1	4021
1.00	Very Good	F	VS1	10135
1.00	Very Good	E	SI1	3884
1.00	Very Good	E	VS2	8964
1.00	Excellent	F	SI2	2863
1.00	Excellent	I	SI1	2760
1.00	Excellent	I	SI1	2760
1.00	Ideal	K	VS1	2530
1.00	Ideal	J	VS1	2760
1.00	Excellent	I	SI1	2709
1.00	Very Good	D	SI3	2530
1.00	Excellent	J	SI1	2415
1.00	Excellent	J	VS1	2530
1.00	Very Good	J	VS2	2530
1.00	Excellent	J	VVS2	2863
1.00	Excellent	J	SI1	2151
1.00	Good	F	SI1	3322
1.00	Excellent	J	VS2	2645
1.00	Excellent	J	SI2	2299
1.00	Excellent	J	VVS2	2760
1.00	Excellent	J	VS1	2478
1.00	Excellent	K	VS2	2204
1.00	Very Good	K	VS1	2267
1.00	Very Good	I	SI1	2760
1.00	Ideal	J	VS1	2863
1.00	Very Good	J	SI1	2151
1.00	Very Good	J	SI1	2151
1.00	Good	I	SI2	2415
1.00	Very Good	I	VS1	2978
1.00	Very Good	I	SI2	2204
1.00	Ideal	G	SI2	2760
1.00	Very Good	E	SI2	2645
1.00	Very Good	H	VS2	3322
1.00	Excellent	J	SI1	2363
1.00	Excellent	G	SI1	3156
1.00	Excellent	I	SI1	2645
1.00	Excellent	D	SI2	3093
1.00	Very Good	J	SI1	2087
1.00	Very Good	I	SI2	2415
1.00	Excellent	J	VS1	2593
1.00	Ideal	F	VS2	6324
1.00	Ideal	G	SI1	5033
1.00	Ideal	F	SI2	4961
1.00	Ideal	H	SI2	4435
1.00	Ideal	G	SI1	5033
1.00	Ideal	I	SI2	3105
1.00	Very Good	K	SI1	2486
1.00	Excellent	K	SI1	2925
1.00	Excellent	J	VS2	3387
1.00	Very Good	G	VS2	4795
1.00	Excellent	E	VS1	7123
1.00	Excellent	J	VS2	3494
1.00	Excellent	I	VS2	6023
1.00	Ideal	F	VVS2	8360
1.00	Excellent	H	SI2	3156
1.00	Excellent	K	SI2	2685
1.00	Excellent	E	SI2	4074
1.00	Very Good	I	SI2	3105
1.00	Excellent	E	SI2	6351
1.00	Excellent	G	SI2	3918
1.00	Excellent	H	SI1	4268
1.00	Ideal	E	VVS2	9160
1.00	Ideal	J	VS2	3387
1.00	Very Good	I	VS2	4714
1.00	Good	I	VS2	3659
1.00	Excellent	I	SI1	4420
1.00	Excellent	I	SI1	4305
1.00	Excellent	I	SI1	4190
1.00	Excellent	I	SI1	4190
1.00	Good	I	SI2	3074
1.00	Very Good	I	SI2	3825
1.00	Ideal	J	SI1	3825
1.00	Very Good	I	VS1	4992
1.00	Ideal	K	IF	4999
1.00	Excellent	F	VVS1	11954
1.00	Good	D	SI1	5008
1.00	Good	D	SI1	3804
1.00	Good	D	I1	2175
1.00	Ideal	F	VVS1	11815
1.00	Excellent	F	VVS1	11398
1.00	Good	E	VS1	7920
1.00	Good	E	VS1	7920
1.00	Good	E	VVS2	9203
1.00	Very Good	E	VS1	8788
1.00	Good	E	VS1	7920
1.00	Good	E	VS1	7920
1.00	Good	E	VS1	7920
1.00	Good	E	VS1	7377
1.00	Excellent	E	VVS2	10778
1.00	Good	E	VVS2	9203
1.00	Good	E	VVS1	10515
1.00	Ideal	E	VVS1	14019
1.00	Ideal	F	IF	11773
1.00	Very Good	I	VS2	4835
1.00	Excellent	G	SI1	5115
1.00	Very Good	G	SI2	2787
1.00	Good	G	SI2	2787
1.00	Very Good	G	SI2	2833
1.00	Excellent	G	SI2	4388
1.00	Very Good	G	SI2	4446
1.00	Good	G	I1	1910
1.00	Good	G	I1	1910
1.00	Good	G	I1	1910
1.00	Good	G	I1	1910
1.00	Good	G	SI1	4558
1.00	Excellent	G	SI1	5314
1.00	Good	G	SI1	3193
1.00	Very Good	G	VS2	5802
1.00	Very Good	H	IF	6980
1.00	Ideal	H	VS1	6283
1.00	Good	I	VS1	4429
1.00	Ideal	I	IF	6400
1.00	Good	I	VS1	3973
1.00	Good	I	VS1	4233
1.00	Excellent	I	IF	6400
1.00	Very Good	I	IF	6037
1.00	Excellent	H	SI2	4279
1.00	Excellent	H	SI1	4971
1.00	Excellent	H	SI1	4908
1.00	Very Good	H	SI1	4589
1.00	Excellent	H	VS2	5334
1.00	Very Good	H	VS1	5260
1.00	Good	H	VS1	4625
1.00	Good	H	VS1	4474
1.00	Excellent	G	VS1	7309
1.00	Very Good	G	VS2	5881
1.00	Good	G	VS2	5097
1.00	Good	F	SI1	5309
1.00	Excellent	F	SI1	5521
1.00	Good	F	VS1	6751
1.00	Excellent	F	VS1	7708
1.00	Good	F	VS1	6751
1.00	Very Good	F	VS2	6260
1.00	Very Good	F	VS1	6652
1.00	Excellent	F	VVS2	9837
1.00	Good	F	VVS2	9222
1.00	Very Good	F	VVS2	8770
1.00	Excellent	E	SI1	5628
1.00	Excellent	E	SI1	5702
1.00	Very Good	E	I1	3258
1.00	Good	E	I1	2069
1.00	Good	F	SI1	4786
1.00	Good	F	SI1	4449
1.00	Good	G	VS2	5645
1.00	Very Good	G	VS1	6556
1.00	Good	G	VS1	5998
1.00	Good	G	VVS1	6804
1.00	Good	G	VVS2	6251
1.00	Very Good	F	I1	3091
1.00	Very Good	F	I1	3091
1.00	Very Good	F	I1	3091
1.00	Good	F	SI1	5097
1.00	Good	F	SI2	3946
1.00	Good	F	SI2	2879
1.00	Ideal	F	SI2	4593
1.00	Good	F	SI2	3659
1.00	Very Good	F	SI1	3387
1.00	Ideal	F	IF	12232
1.00	Very Good	I	SI1	4305
1.00	Very Good	E	SI2	3859
1.00	Very Good	D	VS2	5900
1.00	Very Good	I	SI2	3330
1.00	Very Good	I	SI2	3330
1.00	Very Good	J	VS1	4388
1.00	Ideal	G	VS2	5489
1.00	Good	G	VS2	5253
1.00	Excellent	F	VS2	7063
1.00	Excellent	F	VS2	7063
1.00	Very Good	F	SI2	3369
1.00	Good	F	SI2	3946
1.00	Very Good	F	SI2	4250
1.00	Excellent	F	SI2	4533
1.00	Very Good	E	SI2	4462
1.00	Excellent	F	VS2	5870
1.00	Very Good	D	VS1	9409
1.00	Excellent	E	VS2	6147
1.00	Excellent	H	SI1	3473
1.00	Excellent	F	SI2	4228
1.00	Excellent	J	VS1	3644
1.00	Excellent	J	VS1	3820
1.00	Excellent	D	SI1	5326
1.00	Ideal	G	VS2	5097
1.00	Excellent	D	IF	13831
1.00	Ideal	M	VVS1	2792
1.00	Excellent	K	VVS2	3174
1.00	Excellent	F	SI2	2879
1.00	Excellent	F	SI1	4725
1.00	Excellent	E	SI1	5184
1.00	Ideal	J	SI2	2873
1.00	Excellent	L	VVS1	2920
1.00	Ideal	K	SI2	2819
1.00	Very Good	H	SI1	4416
1.00	Excellent	J	SI1	2971
1.00	Good	G	SI2	3702
1.00	Ideal	J	VS2	3459
1.00	Excellent	J	SI2	2646
1.00	Good	G	VS2	5489
1.00	Good	H	VS1	5260
1.00	Excellent	H	SI1	4780
1.00	Very Good	H	SI2	3676
1.00	Good	I	VS1	4233
1.00	Good	I	VS1	4233
1.00	Ideal	I	VS2	3946
1.00	Very Good	H	SI1	4462
1.00	Good	I	VS2	3659
1.00	Very Good	I	SI2	2818
1.00	Very Good	D	SI1	4813
1.00	Very Good	D	SI2	3855
1.00	Ideal	E	VVS2	13472
1.00	Excellent	G	SI2	3548
1.00	Excellent	F	SI2	3437
1.00	Ideal	G	VS1	5990
1.00	Excellent	G	SI2	3230
1.00	Excellent	H	SI1	4388
1.00	Ideal	I	SI1	3919
1.00	Excellent	I	SI1	3881
1.00	Excellent	H	SI2	3853
1.00	Excellent	F	SI2	4128
1.00	Ideal	E	SI2	3963
1.00	Ideal	H	SI2	4029
1.00	Good	H	SI2	3676
1.00	Very Good	E	SI2	3230
1.00	Very Good	F	SI2	3369
1.00	Very Good	H	SI2	2840
1.00	Excellent	J	VS2	3261
1.00	Excellent	E	VS2	5734
1.00	Very Good	F	SI2	3415
1.00	Excellent	J	SI2	3017
1.00	Excellent	I	SI2	3228
1.00	Excellent	E	VS2	5293
1.00	Excellent	F	VS1	6283
1.00	Excellent	E	VS2	5469
1.00	Excellent	E	VS2	5469
1.00	Very Good	J	SI1	2869
1.00	Ideal	E	SI2	3974
1.00	Ideal	E	VS1	7385
1.00	Ideal	H	SI1	3881
1.00	Very Good	K	SI1	2851
1.00	Ideal	H	SI1	4780
1.00	Ideal	F	SI2	4533
1.00	Ideal	F	SI2	4533
1.00	Ideal	E	VS2	6556
1.00	Excellent	D	SI2	4692
1.00	Ideal	F	VS2	6037
1.00	Ideal	G	SI2	4095
1.00	Ideal	G	SI1	4826
1.00	Ideal	H	SI2	4053
1.00	Excellent	F	SI1	4955
1.00	Excellent	G	SI2	4095
1.00	Very Good	K	VS2	2968
1.00	Ideal	F	SI1	5097
1.00	Excellent	F	VS2	5870
1.00	Very Good	H	VS1	5356
1.00	Very Good	E	SI1	4458
1.00	Ideal	F	VVS1	9356
1.00	Excellent	F	VVS1	8708
1.00	Excellent	F	VVS2	7948
1.00	Excellent	F	VVS2	8437
1.00	Ideal	F	VVS2	8315
1.00	Excellent	D	VVS2	11357
1.00	Ideal	D	SI1	5509
1.00	Ideal	D	VS1	7603
1.00	Ideal	D	IF	16625
1.00	Very Good	D	VVS1	9896
1.00	Ideal	D	VVS2	9975
1.00	Ideal	D	VVS2	11817
1.00	Ideal	F	VVS2	9171
1.00	Excellent	F	VVS2	8560
1.00	Ideal	F	VVS2	7948
1.00	Excellent	E	VVS1	10251
1.00	Ideal	E	VVS2	9335
1.00	Very Good	E	VVS2	7369
1.00	Ideal	E	VVS2	10535
1.00	Ideal	E	VS1	7518
1.00	Ideal	E	VS1	7088
1.00	Ideal	E	VS1	8591
1.00	Very Good	E	SI1	4458
1.00	Ideal	E	SI2	4436
1.00	Ideal	F	IF	11200
1.00	Ideal	F	IF	10443
1.00	Ideal	F	VVS2	8193
1.00	Excellent	F	VS1	6781
1.00	Ideal	H	SI1	4795
1.00	Ideal	I	VVS2	5621
1.00	Ideal	I	SI1	4205
1.00	Excellent	J	VVS2	4447
1.00	Ideal	F	VS1	7239
1.00	Excellent	F	SI1	4949
1.00	Excellent	G	VS1	5239
1.00	Excellent	G	VS1	5676
1.00	Ideal	G	VS1	6258
1.00	Ideal	G	VS1	6084
1.00	Ideal	G	VS2	5666
1.00	Excellent	H	VS2	4721
1.00	Excellent	F	IF	9838
1.00	Ideal	H	SI1	4669
1.00	Excellent	E	I1	3425
1.00	Ideal	D	SI2	4778
1.00	Ideal	E	SI2	4480
1.00	Excellent	E	VS1	8269
1.00	Ideal	H	SI2	4124
1.00	Good	L	VS1	3176
1.00	Excellent	E	VVS2	10002
1.00	Ideal	G	SI1	4844
1.00	Ideal	G	SI2	4054
1.00	Ideal	G	SI1	4645
1.00	Ideal	I	SI1	4148
1.00	Excellent	F	I1	3493
1.00	Ideal	E	I1	3225
1.00	Ideal	H	SI2	4180
1.00	Excellent	F	I1	3263
1.00	Ideal	G	SI2	3781
1.00	Ideal	G	SI2	4343
1.00	Excellent	E	I1	3425
1.00	Ideal	D	I1	3600
1.00	Ideal	E	VVS2	10002
1.00	Very Good	M	SI1	1944
1.00	Very Good	G	SI2	3781
1.00	Excellent	D	SI1	5902
1.00	Ideal	G	SI2	4459
1.00	Excellent	H	I1	2999
1.00	Excellent	F	I1	3263
1.00	Ideal	G	SI2	4228
1.00	Ideal	J	SI2	3540
1.00	Ideal	F	SI2	4267
1.00	Excellent	G	I1	3175
1.00	Ideal	E	SI2	4921
1.00	Good	G	SI2	3432
1.00	Excellent	D	SI1	5902
1.00	Ideal	G	SI2	4286
1.00	Excellent	H	VS2	4721
1.00	Ideal	G	SI2	4170
1.00	Ideal	F	SI1	5115
1.00	Ideal	J	I1	2452
1.00	Ideal	G	SI1	4645
1.00	Excellent	E	SI2	4436
1.00	Ideal	G	I1	3096
1.00	Excellent	G	SI2	4170
1.00	Ideal	G	VS2	5666
1.00	Very Good	H	SI2	3695
1.00	Ideal	G	SI2	4343
1.00	Excellent	H	SI1	4246
1.00	Ideal	G	I1	3175
1.00	Very Good	K	SI1	3087
1.00	Very Good	G	I1	2392
1.00	Ideal	G	VVS2	7417
1.00	Very Good	I	I1	2403
1.00	Ideal	G	SI2	4343
1.00	Ideal	E	SI1	5131
1.00	Ideal	E	VS2	6519
1.00	Ideal	F	VS2	6197
1.00	Excellent	E	I1	2881
1.00	Excellent	D	SI2	4977
1.00	Ideal	F	VS2	6362
1.00	Excellent	E	I1	3425
1.00	Ideal	E	VS1	9128
1.00	Ideal	H	I1	2999
1.00	Excellent	E	SI1	5131
1.00	Ideal	E	SI1	5718
1.00	Excellent	D	SI2	4579
1.00	Ideal	E	SI2	4732
1.00	Ideal	F	VS1	6781
1.00	Ideal	F	SI2	4327
1.00	Ideal	I	I1	2575
1.00	Ideal	J	VS2	3688
1.00	Ideal	H	VS2	4856
1.00	Ideal	I	SI2	3246
1.00	Very Good	I	VS1	3987
1.00	Good	G	SI2	3132
1.00	Ideal	E	VS1	7084
1.00	Excellent	E	VS2	6599
1.00	Excellent	E	SI2	4812
1.00	Very Good	F	VS1	6512
1.00	Excellent	F	VS2	5903
1.00	Ideal	G	VS2	5919
1.00	Excellent	G	SI2	3837
1.00	Very Good	D	SI2	3050
1.00	Excellent	D	SI3	2684
1.00	Excellent	M	SI1	1650
1.00	Very Good	M	SI1	1495
1.00	Excellent	J	VS2	2684
1.00	Excellent	J	SI1	2310
1.00	Very Good	I	I1	1983
1.00	Excellent	K	VS1	3029
1.00	Excellent	K	SI1	2305
1.00	Excellent	K	I1	1890
1.00	Very Good	I	I1	2163
1.00	Good	I	VVS1	3488
1.00	Very Good	G	I1	2282
1.00	Very Good	F	SI2	3282
1.00	Good	D	SI2	3150
1.00	Ideal	H	VS1	3918
1.00	Ideal	F	VS2	6355
1.00	Ideal	I	VS1	3173
1.00	Ideal	F	VS1	7049
1.00	Good	G	SI2	3276
1.00	Ideal	E	SI2	4413
1.00	Ideal	H	SI2	3724
1.00	Excellent	D	SI1	4928
1.00	Ideal	F	VS2	5168
1.00	Ideal	F	VVS2	8433
1.00	Good	F	VS1	6370
1.00	Ideal	F	SI1	4923
1.00	Excellent	F	SI1	4474
1.00	Very Good	J	SI1	3808
1.00	Ideal	E	VVS2	9410
1.00	Excellent	F	SI1	4474
1.00	Very Good	F	SI1	4031
1.00	Ideal	D	SI2	3770
1.00	Ideal	F	SI2	3555
1.00	Very Good	F	VVS2	6976
1.00	Good	L	SI1	1861
1.00	Ideal	F	VS2	5928
1.00	Excellent	I	VVS1	4784
1.00	Ideal	F	SI2	4072
1.00	Ideal	G	VS2	5543
1.00	Ideal	G	VS1	6335
1.00	Very Good	F	VS1	5938
1.00	Very Good	F	VS1	6120
1.00	Excellent	E	VS2	5896
1.00	Very Good	E	VS1	6368
1.00	Very Good	E	SI2	3614
1.00	Excellent	F	SI2	3555
1.00	Excellent	F	VS1	6329
1.00	Excellent	F	VVS2	7207
1.00	Ideal	E	IF	11303
1.00	Very Good	F	VVS1	8097
1.00	Very Good	G	VS2	5088
1.00	Very Good	F	VS1	6028
1.00	Good	F	SI1	3743
1.00	Very Good	F	VS1	5781
1.00	Very Good	I	SI1	3257
1.00	Very Good	K	SI2	2043
1.00	Ideal	E	VS1	6955
1.00	Very Good	G	SI2	3286
1.00	Ideal	F	SI2	4072
1.00	Ideal	G	VS1	6236
1.00	Ideal	F	IF	10154
1.00	Very Good	G	VVS2	6816
1.00	Excellent	E	SI1	4993
1.00	Very Good	K	SI2	2075
1.00	Ideal	L	VVS1	2874
1.00	Excellent	F	SI2	3279
1.00	Very Good	G	IF	7527
1.00	Excellent	L	SI1	1988
1.00	Very Good	J	SI1	3105
1.00	Very Good	H	SI1	3898
1.00	Excellent	I	VS2	4579
1.00	Good	H	SI1	2425
1.00	Excellent	E	SI2	6351
1.00	Good	G	SI2	4432
1.00	Ideal	J	VS2	4237
1.00	Good	J	SI2	3444
1.00	Good	K	VS2	2103
1.00	Excellent	K	VS2	2317
1.00	Very Good	I	VS1	2800
1.00	Excellent	E	VS1	6826
1.00	Very Good	G	VVS2	7063
1.00	Very Good	F	VVS1	8463
1.00	Good	K	VS2	2409
1.00	Ideal	G	VS2	5861
1.00	Excellent	I	VVS2	5300
1.00	Very Good	M	VS2	2522
1.00	Ideal	J	SI3	1518
1.00	Very Good	J	VS1	2981
1.00	Very Good	I	SI2	3105
1.00	Very Good	H	VS1	3478
1.00	Ideal	H	SI2	3427
1.00	Excellent	D	SI2	4081
1.00	Very Good	I	VS2	3819
1.00	Excellent	D	SI1	4862
1.00	Very Good	H	SI1	3898
1.00	Ideal	J	SI2	2672
1.00	Excellent	H	SI2	4265
1.00	Good	J	SI1	3864
1.00	Excellent	J	SI1	3864
1.00	Good	H	VS2	3139
1.00	Good	G	SI1	2550
1.00	Very Good	J	SI2	2903
1.00	Very Good	I	VS2	3696
1.00	Excellent	E	SI2	3898
1.00	Good	J	SI1	3105
1.00	Very Good	I	SI2	3105
1.00	Very Good	J	VS2	2712
1.00	Good	I	SI1	2925
1.00	Very Good	I	VS2	3218
1.00	Good	I	SI1	2350
1.00	Good	J	SI1	3864
1.00	Very Good	I	VS2	6023
1.00	Very Good	F	VS2	8355
1.00	Excellent	J	SI1	2599
1.00	Very Good	F	SI1	3291
1.00	Excellent	J	VS2	3240
1.00	Very Good	J	SI1	2098
1.00	Very Good	H	SI1	3263
1.00	Very Good	H	SI1	3898
1.00	Very Good	F	VS2	3450
1.00	Excellent	J	SI2	2903
1.00	Very Good	I	VS2	2486
1.00	Good	G	SI2	2695
